batch_id,fecha_monitoreo,edad_cliente,capital_prestado,plazo_meses,puntaje_datacredito,huella_consulta,salario_cliente,total_otros_prestamos,cuota_pactada,cant_creditosvigentes,saldo_mora,saldo_principal,promedio_ingresos_datacredito,ratio_cuota_salario,tipo_laboral,tipo_credito,tendencia_ingresos_limpia,prob_no_pago,prediccion,prediccion_etiqueta
5,2026-09-24T20:11:02,44.0,2048113.748046089,7.0,677.0,8.0,2903783.966155392,398852.0,238836.0,5.0,0.0,6913.0,,0.10516135649440252,Independiente,4,,0.6304723821136615,0,No paga a tiempo
5,2026-09-24T20:11:02,33.0,7912687.132257716,12.0,856.0,8.0,5382860.113097274,571230.0,640631.0,8.0,0.0,86918.0,1016002.0,0.1408981951713719,Independiente,9,Creciente,0.45732678168944463,1,Paga a tiempo
5,2026-09-24T20:11:02,53.0,4259085.005277962,2.0,864.0,1.0,5537605.160376216,1282893.0,1646800.0,9.0,0.0,24321.0,,0.33585987829878367,Independiente,9,Estable,0.10357190581300413,1,Paga a tiempo
5,2026-09-24T20:11:02,45.0,3060225.0487709567,11.0,763.0,3.0,4156149.2526765005,1336399.0,229561.0,3.0,0.0,43057.0,781143.0,0.08498052389413265,Independiente,9,Creciente,0.36599708568853595,1,Paga a tiempo
5,2026-09-24T20:11:02,32.0,152760.37597193097,5.0,715.0,9.0,2863429.1417957027,293818.0,79898.0,9.0,0.0,3770.0,1910497.0,0.032693972908900325,Independiente,9,Creciente,0.4766652555609455,1,Paga a tiempo
5,2026-09-24T20:11:02,25.0,3092215.143577169,25.0,694.0,11.0,2781076.7718390888,37247.0,121442.0,2.0,0.0,740.0,1151472.0,0.07158914432456143,Empleado,4,Creciente,0.7742475703935907,0,No paga a tiempo
5,2026-09-24T20:11:02,37.0,875062.8589124534,7.0,709.0,9.0,5350900.123969353,2878508.0,72513.0,9.0,0.0,213502.0,5298306.0,0.020926633312785457,Empleado,4,,0.3734806342499991,1,Paga a tiempo
5,2026-09-24T20:11:02,40.0,3030211.9116194714,6.0,809.0,6.0,5967843.690396365,1975347.0,498603.0,9.0,0.0,60474.0,1096274.0,0.08466293408678788,Empleado,4,Estable,0.46268146118511655,1,Paga a tiempo
5,2026-09-24T20:11:02,29.0,2087182.0197180023,6.0,729.0,2.0,2666276.097721704,73376.0,321364.0,4.0,0.0,1314.0,,0.18985293643476203,Independiente,4,Estable,0.5932183041870724,0,No paga a tiempo
5,2026-09-24T20:11:02,35.0,2810789.3763526226,12.0,742.0,3.0,2275727.816120445,0.0,224160.0,5.0,0.0,9938.0,749146.0,0.17781904135559382,Empleado,10,Estable,0.3339214244713774,1,Paga a tiempo
5,2026-09-24T20:11:02,61.0,492369.9924505037,6.0,764.0,6.0,2177265.3678907976,1062110.0,67505.0,3.0,0.0,2455.0,,0.03073202476521493,Empleado,9,Decreciente,0.526491910513736,0,No paga a tiempo
5,2026-09-24T20:11:02,36.0,682022.7140681022,10.0,804.0,7.0,10567591.408040486,2106219.0,83489.0,4.0,0.0,5401.0,1627044.0,0.0006966155131630262,Independiente,4,Decreciente,0.3441372384578064,1,Paga a tiempo
5,2026-09-24T20:11:02,61.0,7183645.116359012,5.0,802.0,3.0,22715955.04198355,20020815.0,1062125.0,19.0,0.0,221901.0,23638593.0,0.0488724726540772,Empleado,10,Decreciente,0.36210158109203183,1,Paga a tiempo
5,2026-09-24T20:11:02,60.0,628079.1004626838,7.0,711.0,2.0,1484993.9706128412,263096.0,107160.0,7.0,0.0,106001.0,985332.0,0.10252923594377567,Independiente,4,Creciente,0.15781649474486525,1,Paga a tiempo
5,2026-09-24T20:11:02,29.0,1965160.7099789057,8.0,755.0,4.0,4845413.559473052,1943123.0,161531.0,5.0,0.0,10202.0,1454762.0,0.045830056412352556,Empleado,4,Estable,0.46275070654687656,1,Paga a tiempo
5,2026-09-24T20:11:02,50.0,2360651.1261872454,23.0,740.0,7.0,3120951.939457262,0.0,120430.0,12.0,0.0,10789.0,1665848.0,0.050590818825814544,Empleado,4,Decreciente,0.7385097866413688,0,No paga a tiempo
5,2026-09-24T20:11:02,41.0,2905291.3654751354,5.0,671.0,4.0,2117997.8871256765,1042038.0,408639.0,7.0,0.0,42588.0,900415.0,0.33338850452543345,Independiente,4,Estable,0.36979895248282,1,Paga a tiempo
5,2026-09-24T20:11:02,28.0,1016101.0427565937,10.0,803.0,5.0,2478558.0665851547,0.0,82791.0,2.0,0.0,0.0,1145454.0,0.03146272320793967,Empleado,4,Decreciente,0.41138535978558144,1,Paga a tiempo
5,2026-09-24T20:11:02,42.0,3474450.4546826533,4.0,742.0,9.0,5756939.112366419,1822053.0,544274.0,15.0,0.0,145936.0,1010852.0,0.10631911809018252,Independiente,9,Creciente,0.6305832123691981,0,No paga a tiempo
5,2026-09-24T20:11:02,39.0,6120441.90770215,3.0,780.0,4.0,6218507.638525705,835754.0,1598284.0,10.0,0.0,3176.0,2926592.0,0.3014940471854785,Empleado,68,,0.07923582567194831,1,Paga a tiempo
5,2026-09-24T20:11:02,48.0,3172828.9802710335,8.0,810.0,3.0,4358774.956760942,2370851.0,305331.0,3.0,0.0,0.0,3731129.0,0.0801158942643388,Independiente,10,,0.3940955347918258,1,Paga a tiempo
5,2026-09-24T20:11:02,28.0,1907062.6889866607,13.0,754.0,3.0,3390667.336509946,942766.0,129513.0,5.0,0.0,10489.0,1669174.0,0.06209360356996486,Empleado,9,Creciente,0.3354650166867401,1,Paga a tiempo
5,2026-09-24T20:11:02,25.0,1159725.5750882616,10.0,750.0,2.0,4532041.682967499,2792676.0,85495.0,1.0,0.0,11803.0,1101496.0,0.037233854004190235,Independiente,10,Creciente,0.5724521010997979,0,No paga a tiempo
5,2026-09-24T20:11:02,52.0,2667109.8363600313,24.0,812.0,5.0,2424168.8926182464,911995.0,126607.0,10.0,0.0,33208.0,,0.04978800150591927,Empleado,4,Creciente,0.37751649279494603,1,Paga a tiempo
5,2026-09-24T20:11:02,63.0,2638977.1519675385,6.0,794.0,1.0,4118180.595849342,127742.0,408476.0,6.0,0.0,37473.0,,0.13900042718623307,Empleado,68,,0.41099206425873847,1,Paga a tiempo
5,2026-09-24T20:11:02,57.0,2228118.581714246,11.0,821.0,3.0,2796250.6216235044,501036.0,177170.0,2.0,0.0,0.0,903615.0,0.0922425499672903,Independiente,10,Creciente,0.27355026420572315,1,Paga a tiempo
5,2026-09-24T20:11:02,58.0,7956817.369683263,7.0,790.0,8.0,12232062.29773829,5048657.0,1150514.0,16.0,0.0,138529.0,,0.11764257009362789,Empleado,6,Decreciente,0.29715280400951805,1,Paga a tiempo
5,2026-09-24T20:11:02,40.0,8513304.285288822,36.0,785.0,3.0,2896391.5312835397,0.0,280417.0,5.0,0.0,41092.0,,0.12554136717052847,Empleado,9,Creciente,0.6834718274385803,0,No paga a tiempo
5,2026-09-24T20:11:02,63.0,2634647.248701978,12.0,766.0,3.0,3496960.7929780334,992322.0,226551.0,9.0,0.0,38658.0,,0.0827296893867757,Independiente,4,Creciente,0.26491719763475385,1,Paga a tiempo
5,2026-09-24T20:11:02,60.0,1077538.098550358,13.0,728.0,2.0,1539814.724016427,424488.0,95163.0,7.0,0.0,17214.0,1051281.0,0.061893890360956855,Independiente,4,Estable,0.2279061467161122,1,Paga a tiempo
5,2026-09-24T20:11:02,24.0,4547945.377935977,25.0,685.0,7.0,3690465.9826665805,33112.0,132050.0,9.0,0.0,25308.0,1839647.0,0.04583894564127257,Empleado,10,Decreciente,0.6688031732033615,0,No paga a tiempo
5,2026-09-24T20:11:02,25.0,1516849.1552620882,14.0,741.0,4.0,3826807.440614739,1064796.0,88006.0,3.0,0.0,9234.0,186805.0,0.04018356615714368,Independiente,10,Decreciente,0.6314751325605212,0,No paga a tiempo
5,2026-09-24T20:11:02,27.0,2767387.456735205,9.0,720.0,3.0,3585678.3525261893,948614.0,263128.0,6.0,0.0,5856.0,,0.08401151648565545,Empleado,4,,0.551995260660837,0,No paga a tiempo
5,2026-09-24T20:11:02,35.0,5320132.475413988,10.0,795.0,11.0,11916703.947319439,5122771.0,466511.0,6.0,0.0,249144.0,3151073.0,0.045703273338455114,Empleado,4,Creciente,0.3053521645549063,1,Paga a tiempo
5,2026-09-24T20:11:02,29.0,1117308.2389879464,6.0,733.0,1.0,2944947.630797337,957375.0,143807.0,2.0,0.0,0.0,2427201.0,0.0633955562786498,Independiente,9,Creciente,0.393327179021286,1,Paga a tiempo
5,2026-09-24T20:11:02,51.0,2333742.373512014,10.0,782.0,1.0,4249491.531197529,1035728.0,175244.0,1.0,0.0,0.0,820874.0,0.07002052312254327,Empleado,4,,0.39117807914440395,1,Paga a tiempo
5,2026-09-24T20:11:02,33.0,2013639.1136917472,12.0,718.0,6.0,3572657.4029530776,68567.0,144614.0,4.0,0.0,68826.0,1833859.0,0.04787635218688622,Empleado,68,Decreciente,0.5086228445157606,0,No paga a tiempo
5,2026-09-24T20:11:02,58.0,1061145.4478068596,1.0,771.0,-0.0,5036837.9189294465,1890271.0,435619.0,4.0,0.0,14154.0,,0.11014896208132176,Empleado,6,Decreciente,0.3083530428954333,1,Paga a tiempo
5,2026-09-24T20:11:02,40.0,1533321.6998632038,11.0,731.0,2.0,3845522.9857845204,1483464.0,114845.0,1.0,0.0,37.0,1089204.0,0.04036856884481462,Independiente,4,Creciente,0.32407107876963226,1,Paga a tiempo
5,2026-09-24T20:11:02,30.0,1777905.948597523,9.0,680.0,5.0,3846535.262512649,871960.0,160906.0,5.0,0.0,40805.0,2887638.0,0.043225727845779174,Independiente,9,,0.6139200002856853,0,No paga a tiempo
5,2026-09-24T20:11:02,38.0,7372158.591469678,11.0,809.0,6.0,9453617.263474252,2834914.0,515491.0,10.0,0.0,17285.0,919808.0,0.06341549416654389,Independiente,10,Decreciente,0.5855403963618899,0,No paga a tiempo
5,2026-09-24T20:11:02,32.0,4738317.007240156,24.0,681.0,4.0,3228851.9174507493,644836.0,195205.0,6.0,0.0,25875.0,2270475.0,0.10429699204891338,Empleado,6,,0.5899613807647686,0,No paga a tiempo
5,2026-09-24T20:11:02,,3609417.9233156173,10.0,,0.0,14850185.722304897,13981531.0,352622.0,0.0,,,,0.021688491403730588,Independiente,6,Creciente,0.6130467005779273,0,No paga a tiempo
5,2026-09-24T20:11:02,46.0,2143978.9094893956,6.0,726.0,5.0,4836876.009950161,1784177.0,301980.0,3.0,0.0,39425.0,,0.07329699061192535,Independiente,4,Decreciente,0.603412348234347,0,No paga a tiempo
5,2026-09-24T20:11:02,49.0,850384.6757191903,9.0,797.0,4.0,2325370.6397958267,631364.0,93893.0,4.0,0.0,62806.0,679513.0,0.05109297832128925,Independiente,4,,0.4904630118735591,1,Paga a tiempo
5,2026-09-24T20:11:02,27.0,577284.2780098703,12.0,771.0,8.0,3190165.3106961916,783541.0,22012.0,2.0,0.0,4928.0,262258.0,0.020897146216487063,Empleado,4,,0.5406747180350262,0,No paga a tiempo
5,2026-09-24T20:11:02,50.0,1472045.7593219632,6.0,790.0,6.0,4196494.13191575,1629544.0,252328.0,4.0,0.0,1971.0,,0.06762623463742337,Independiente,4,Creciente,0.42947270366593104,1,Paga a tiempo
5,2026-09-24T20:11:02,43.0,2889963.106685653,7.0,721.0,4.0,6497894.318082807,1653344.0,439292.0,7.0,0.0,18053.0,60213.0,0.09322906735376743,Independiente,4,Creciente,0.6661011496272993,0,No paga a tiempo
5,2026-09-24T20:11:02,53.0,3375232.7770032,19.0,815.0,-0.0,6358396.012556727,571959.0,201142.0,2.0,0.0,4317.0,,0.026413351168865257,Empleado,9,,0.4699670981617342,1,Paga a tiempo
5,2026-09-24T20:11:02,25.0,2790637.1027750503,12.0,822.0,2.0,2304616.372020239,532495.0,221861.0,3.0,0.0,8187.0,1278377.0,0.11482259768754385,Independiente,9,,0.2177010410907788,1,Paga a tiempo
5,2026-09-24T20:11:02,36.0,2795747.607910823,18.0,759.0,-0.0,2689534.0921883057,105199.0,147525.0,0.0,0.0,0.0,,0.08531697947610932,Independiente,9,Creciente,0.46528694362060175,1,Paga a tiempo
5,2026-09-24T20:11:02,52.0,629391.6048250499,9.0,770.0,8.0,3101205.042602624,250503.0,107415.0,6.0,0.0,0.0,1020988.0,0.060273115504496336,Independiente,4,Creciente,0.3283511742679105,1,Paga a tiempo
5,2026-09-24T20:11:02,33.0,2554819.2737104483,12.0,792.0,2.0,7300508.686686049,1376170.0,169138.0,8.0,0.0,4744.0,4972324.0,0.021133049685751002,Empleado,4,,0.16918275494414592,1,Paga a tiempo
5,2026-09-24T20:11:02,30.0,3111396.707316859,24.0,773.0,2.0,3209117.1318064868,460977.0,157441.0,8.0,0.0,18343.0,2505396.0,0.0395166112662924,Empleado,4,Creciente,0.22658862730487772,1,Paga a tiempo
5,2026-09-24T20:11:02,61.0,2976962.7004107395,23.0,767.0,3.0,4871474.922009174,1431003.0,126904.0,10.0,0.0,11563.0,,0.03552909047947897,Empleado,6,Creciente,0.3253738920410423,1,Paga a tiempo
5,2026-09-24T20:11:02,59.0,4215242.834795435,12.0,702.0,3.0,1975665.0153883141,171056.0,304316.0,10.0,0.0,1602.0,1548062.0,0.2215517871576649,Independiente,9,,0.519930352993808,0,No paga a tiempo
5,2026-09-24T20:11:02,50.0,2011517.2413290732,7.0,796.0,5.0,8639716.670056969,2159141.0,300882.0,8.0,0.0,89348.0,4539746.0,0.042189357084303054,Independiente,4,,0.45457516469661263,1,Paga a tiempo
5,2026-09-24T20:11:02,62.0,1351560.531793111,7.0,832.0,1.0,4389564.251976941,877764.0,161769.0,4.0,0.0,5903.0,768479.0,0.04161729708778574,Empleado,4,Decreciente,0.24528113284173758,1,Paga a tiempo
5,2026-09-24T20:11:02,69.0,1557946.579928935,7.0,738.0,3.0,4879253.4823377635,2430217.0,155142.0,4.0,0.0,6251.0,,0.041813227366708464,Empleado,4,Creciente,0.36844086303960577,1,Paga a tiempo
5,2026-09-24T20:11:02,37.0,1756642.6864780213,10.0,786.0,5.0,3538757.2998233195,1162378.0,132555.0,19.0,0.0,77517.0,,0.05307879131469355,Independiente,9,Creciente,0.4005616940683616,1,Paga a tiempo
5,2026-09-24T20:11:02,68.0,691937.5665963156,10.0,738.0,12.0,8153987.0686994335,7254982.0,78031.0,10.0,0.0,56244.0,1212338.0,0.0029996800245000524,Independiente,9,,0.3798054847216308,1,Paga a tiempo
5,2026-09-24T20:11:02,54.0,1587779.1717715687,13.0,731.0,3.0,4430521.090446545,401259.0,134079.0,5.0,0.0,3143.0,,0.028407133456999235,Empleado,6,,0.4250972839547478,1,Paga a tiempo
5,2026-09-24T20:11:02,30.0,1900300.8684360334,7.0,721.0,4.0,3125435.6122991787,168490.0,268589.0,1.0,0.0,5304.0,3808779.0,0.11461995782768152,Independiente,4,,0.42985859620053035,1,Paga a tiempo
5,2026-09-24T20:11:02,,4431323.982214281,10.0,,0.0,22843437.47975739,7511544.0,436433.0,-0.0,,,,0.01865035742774659,Empleado,4,Creciente,0.4807148093616367,1,Paga a tiempo
5,2026-09-24T20:11:02,27.0,2019704.3983115621,11.0,740.0,12.0,3898461.173213609,1047163.0,153319.0,9.0,0.0,14811.0,579165.0,0.049470791892330224,Empleado,7,Decreciente,0.4751176382667074,1,Paga a tiempo
5,2026-09-24T20:11:02,21.0,1482813.1417722171,5.0,714.0,9.0,1691518.7455786765,275538.0,289943.0,4.0,0.0,9627.0,1085070.0,0.24783607416437828,Independiente,9,Decreciente,0.6049541739148883,0,No paga a tiempo
5,2026-09-24T20:11:02,27.0,1499468.3903658907,11.0,670.0,5.0,4429307.914885765,1996361.0,137088.0,2.0,0.0,2918.0,797017.0,0.02985024681559354,Empleado,6,Estable,0.5772671980223527,0,No paga a tiempo
5,2026-09-24T20:11:02,24.0,787354.7490518698,2.0,659.0,7.0,5648108.172549023,2159543.0,333685.0,4.0,0.0,1783.0,2383945.0,0.06823992559416785,Independiente,4,Creciente,0.6455139540389057,0,No paga a tiempo
5,2026-09-24T20:11:02,29.0,2507744.765813779,7.0,825.0,3.0,2276814.2593477885,279406.0,355460.0,5.0,0.0,27098.0,1304200.0,0.16707357521239694,Independiente,9,Creciente,0.4095434777325587,1,Paga a tiempo
5,2026-09-24T20:11:02,29.0,556551.5441787671,6.0,733.0,4.0,2009367.6122242738,1022184.0,110772.0,8.0,0.0,6243.0,1420373.0,0.06653155625239734,Empleado,9,,0.4805743409413281,1,Paga a tiempo
5,2026-09-24T20:11:02,32.0,1364325.170149895,10.0,792.0,3.0,3146412.5408028867,1906652.0,94163.0,6.0,0.0,91138.0,2423239.0,0.04874413101814673,Empleado,10,,0.3086965743974368,1,Paga a tiempo
5,2026-09-24T20:11:02,28.0,4573584.212101057,3.0,801.0,7.0,11201649.979312187,2377168.0,1198862.0,8.0,0.0,195978.0,,0.11590011205195497,Independiente,4,Creciente,0.446247450638933,1,Paga a tiempo
5,2026-09-24T20:11:02,62.0,1022968.2328621477,9.0,772.0,1.0,4707646.432639202,1922581.0,100064.0,0.0,0.0,,,0.024761175414741324,Empleado,7,Creciente,0.41566934538787337,1,Paga a tiempo
5,2026-09-24T20:11:02,24.0,804643.4397558469,6.0,642.0,2.0,2571695.2108048224,1475375.0,137938.0,11.0,0.0,4397.0,354649.0,0.08505944942181301,Independiente,9,Creciente,0.5466077444892585,0,No paga a tiempo
5,2026-09-24T20:11:02,35.0,933072.6618863132,6.0,826.0,4.0,1788833.8792686851,428574.0,112363.0,-0.0,0.0,,,0.1290640148951473,Empleado,9,,0.4100263475123578,1,Paga a tiempo
5,2026-09-24T20:11:02,31.0,1595270.5235106954,13.0,727.0,10.0,2537311.178068738,797305.0,160924.0,5.0,0.0,32444.0,,0.0810723021128637,Independiente,4,,0.6681891661519936,0,No paga a tiempo
5,2026-09-24T20:11:02,41.0,3398494.8094709706,9.0,843.0,2.0,5572766.759947012,3478340.0,299880.0,7.0,0.0,30057.0,4353151.0,0.06795109248951672,Empleado,6,Creciente,0.19345532314561276,1,Paga a tiempo
5,2026-09-24T20:11:02,62.0,1321082.3738900817,8.0,793.0,3.0,5044569.897301331,963537.0,108017.0,9.0,0.0,18093.0,3345477.0,0.02831606275925505,Empleado,9,Creciente,0.2607559263996233,1,Paga a tiempo
5,2026-09-24T20:11:02,24.0,3875806.8290808643,13.0,677.0,7.0,4669142.027999696,2207564.0,278231.0,8.0,0.0,11704.0,,0.07766627205911741,Independiente,10,Estable,0.6196264842485755,0,No paga a tiempo
5,2026-09-24T20:11:02,38.0,6917573.748980653,7.0,762.0,2.0,11235612.030751674,12849217.0,760493.0,12.0,0.0,129882.0,618051.0,0.09060029857135898,Independiente,10,Creciente,0.5244884439160825,0,No paga a tiempo
5,2026-09-24T20:11:02,32.0,2500576.6068141246,7.0,728.0,4.0,2904780.906106443,130435.0,397929.0,1.0,0.0,12558.0,1108393.0,0.17355728073767557,Independiente,10,,0.6406517810616996,0,No paga a tiempo
5,2026-09-24T20:11:02,46.0,902283.7649237001,10.0,797.0,5.0,4756071.65684976,1323943.0,115850.0,6.0,0.0,9280.0,,0.03292294280545415,Empleado,68,,0.3757956653986806,1,Paga a tiempo
5,2026-09-24T20:11:02,52.0,2637639.750453905,13.0,762.0,3.0,8183504.987216378,3837155.0,191859.0,6.0,0.0,62761.0,,0.0277024794937942,Independiente,4,Creciente,0.35727979993091696,1,Paga a tiempo
5,2026-09-24T20:11:02,41.0,5017504.589803744,10.0,740.0,4.0,5434352.632192225,1592436.0,504178.0,5.0,0.0,0.0,1079208.0,0.11104051319025815,Empleado,4,Creciente,0.5582838600178424,0,No paga a tiempo
5,2026-09-24T20:11:02,41.0,2182910.7437303327,23.0,765.0,3.0,2397439.701542871,665997.0,72223.0,2.0,0.0,0.0,,0.06607139753555484,Empleado,10,Creciente,0.2774990420318969,1,Paga a tiempo
5,2026-09-24T20:11:02,55.0,3244923.4982929253,6.0,835.0,3.0,6979277.646490385,3378898.0,452619.0,3.0,0.0,131374.0,2424622.0,0.0791023110750878,Empleado,68,,0.3555533682600466,1,Paga a tiempo
5,2026-09-24T20:11:02,35.0,2380659.6115337545,7.0,800.0,13.0,4002365.033134677,0.0,363841.0,7.0,0.0,25800.0,,0.13014442054958447,Empleado,68,Creciente,0.39706396546695144,1,Paga a tiempo
5,2026-09-24T20:11:02,31.0,804925.6296383884,24.0,779.0,3.0,1910994.1120744902,578191.0,50372.0,2.0,0.0,5892.0,1251599.0,0.03548971842210674,Independiente,9,Creciente,0.49131148882304554,1,Paga a tiempo
5,2026-09-24T20:11:02,39.0,3050051.6432855474,6.0,791.0,2.0,3494175.1791411852,987153.0,438157.0,10.0,0.0,104634.0,678578.0,0.15684820739112865,Independiente,4,Creciente,0.41039082628904344,1,Paga a tiempo
5,2026-09-24T20:11:02,37.0,3611100.73641507,12.0,809.0,9.0,2968827.4879305284,0.0,282326.0,4.0,0.0,5196.0,2058247.0,0.13082486686487516,Independiente,4,Creciente,0.34380936684792784,1,Paga a tiempo
5,2026-09-24T20:11:02,25.0,2262655.448209047,10.0,654.0,3.0,3874432.0949923377,806498.0,182111.0,3.0,0.0,1056.0,,0.07487774875785563,Empleado,4,Decreciente,0.7116141842338555,0,No paga a tiempo
5,2026-09-24T20:11:02,57.0,1290498.4484333226,4.0,809.0,6.0,6352989.241649059,2005554.0,310276.0,9.0,0.0,58054.0,908428.0,0.054877836558960835,Independiente,68,Creciente,0.5735477603097283,0,No paga a tiempo
5,2026-09-24T20:11:02,31.0,1255768.8153518578,3.0,679.0,0.0,6210800.155055558,2166284.0,558543.0,6.0,0.0,117413.0,,0.10170428333783252,Empleado,4,Decreciente,0.5557199797584194,0,No paga a tiempo
5,2026-09-24T20:11:02,40.0,3644691.3446098133,6.0,712.0,2.0,4104414.666846335,2821579.0,526220.0,8.0,0.0,19899.0,,0.18781267480370853,Independiente,9,Creciente,0.40901321250210654,1,Paga a tiempo
5,2026-09-24T20:11:02,38.0,3935506.8566961763,9.0,775.0,5.0,3749790.5370228295,662757.0,339199.0,8.0,0.0,24665.0,1334681.0,0.11982653967818976,Empleado,6,,0.4436585520437506,1,Paga a tiempo
5,2026-09-24T20:11:02,37.0,1682738.7737424984,6.0,745.0,4.0,2509634.456663213,673708.0,258482.0,7.0,0.0,10585.0,1032189.0,0.13755518034871841,Empleado,4,Creciente,0.3677587642178708,1,Paga a tiempo
5,2026-09-24T20:11:02,34.0,378528.37961010827,6.0,757.0,4.0,1369956.1477712407,689861.0,72781.0,7.0,0.0,33474.0,752547.0,0.11624483978808098,Empleado,7,Decreciente,0.23102521450953462,1,Paga a tiempo
5,2026-09-24T20:11:02,58.0,1830796.583921301,10.0,838.0,2.0,5317058.011540327,2049040.0,153991.0,3.0,0.0,6710.0,1114140.0,0.033180435605957743,Independiente,4,Creciente,0.24012695107687,1,Paga a tiempo
